context: Metamorphie Vocias! response:	Metamorphie Vocias.
context: Metamorphie Faciesse!\Akko! Akko!\No way!\What are these?!\How could you possibly not be able to cast first-level basic metamorphosis magic yet?\Why did this happen?!\You are to master it today!\Today? But isn't there supposed to be a party tonight? response:	Yes, there is.
context: Akko! Akko!\No way!\What are these?!\How could you possibly not be able to cast first-level basic metamorphosis magic yet?\Why did this happen?!\You are to master it today!\Today? But isn't there supposed to be a party tonight?\Yes, there is. response:	And he will be accompanied by his son, won't he?
context: No way!\What are these?!\How could you possibly not be able to cast first-level basic metamorphosis magic yet?\Why did this happen?!\You are to master it today!\Today? But isn't there supposed to be a party tonight?\Yes, there is.\And he will be accompanied by his son, won't he? response:	Yes, Lord Andrew, also known as The Viscount of Appleton.
context: What are these?!\How could you possibly not be able to cast first-level basic metamorphosis magic yet?\Why did this happen?!\You are to master it today!\Today? But isn't there supposed to be a party tonight?\Yes, there is.\And he will be accompanied by his son, won't he?\Yes, Lord Andrew, also known as The Viscount of Appleton. response:	And he is not only a prodigy, but quite handsome as well.
context: How could you possibly not be able to cast first-level basic metamorphosis magic yet?\Why did this happen?!\You are to master it today!\Today? But isn't there supposed to be a party tonight?\Yes, there is.\And he will be accompanied by his son, won't he?\Yes, Lord Andrew, also known as The Viscount of Appleton.\And he is not only a prodigy, but quite handsome as well. response:	What? Handsome?
context: Why did this happen?!\You are to master it today!\Today? But isn't there supposed to be a party tonight?\Yes, there is.\And he will be accompanied by his son, won't he?\Yes, Lord Andrew, also known as The Viscount of Appleton.\And he is not only a prodigy, but quite handsome as well.\What? Handsome? response:	Miss Kagari!
context: You are to master it today!\Today? But isn't there supposed to be a party tonight?\Yes, there is.\And he will be accompanied by his son, won't he?\Yes, Lord Andrew, also known as The Viscount of Appleton.\And he is not only a prodigy, but quite handsome as well.\What? Handsome?\Miss Kagari! response:	I will not allow it! You are to stay in your room until you master basic metamorphosis magic.
context: Today? But isn't there supposed to be a party tonight?\Yes, there is.\And he will be accompanied by his son, won't he?\Yes, Lord Andrew, also known as The Viscount of Appleton.\And he is not only a prodigy, but quite handsome as well.\What? Handsome?\Miss Kagari!\I will not allow it! You are to stay in your room until you master basic metamorphosis magic. response:	Am I understood?
context: Yes, there is.\And he will be accompanied by his son, won't he?\Yes, Lord Andrew, also known as The Viscount of Appleton.\And he is not only a prodigy, but quite handsome as well.\What? Handsome?\Miss Kagari!\I will not allow it! You are to stay in your room until you master basic metamorphosis magic.\Am I understood? response:	No...
context: And he will be accompanied by his son, won't he?\Yes, Lord Andrew, also known as The Viscount of Appleton.\And he is not only a prodigy, but quite handsome as well.\What? Handsome?\Miss Kagari!\I will not allow it! You are to stay in your room until you master basic metamorphosis magic.\Am I understood?\No... response:	Here where our long journey has finally led us
context: Yes, Lord Andrew, also known as The Viscount of Appleton.\And he is not only a prodigy, but quite handsome as well.\What? Handsome?\Miss Kagari!\I will not allow it! You are to stay in your room until you master basic metamorphosis magic.\Am I understood?\No...\Here where our long journey has finally led us response:	Here where our long journey has finally led us
context: And he is not only a prodigy, but quite handsome as well.\What? Handsome?\Miss Kagari!\I will not allow it! You are to stay in your room until you master basic metamorphosis magic.\Am I understood?\No...\Here where our long journey has finally led us\Here where our long journey has finally led us response:	kakedashita hibi ni yukitsuita kono basho
context: What? Handsome?\Miss Kagari!\I will not allow it! You are to stay in your room until you master basic metamorphosis magic.\Am I understood?\No...\Here where our long journey has finally led us\Here where our long journey has finally led us\kakedashita hibi ni yukitsuita kono basho response:	kakedashita hibi ni yukitsuita kono basho
context: Miss Kagari!\I will not allow it! You are to stay in your room until you master basic metamorphosis magic.\Am I understood?\No...\Here where our long journey has finally led us\Here where our long journey has finally led us\kakedashita hibi ni yukitsuita kono basho\kakedashita hibi ni yukitsuita kono basho response:	We can push open the door
context: I will not allow it! You are to stay in your room until you master basic metamorphosis magic.\Am I understood?\No...\Here where our long journey has finally led us\Here where our long journey has finally led us\kakedashita hibi ni yukitsuita kono basho\kakedashita hibi ni yukitsuita kono basho\We can push open the door response:	We can push open the door
context: Am I understood?\No...\Here where our long journey has finally led us\Here where our long journey has finally led us\kakedashita hibi ni yukitsuita kono basho\kakedashita hibi ni yukitsuita kono basho\We can push open the door\We can push open the door response:	fureta tobira hiraite
context: No...\Here where our long journey has finally led us\Here where our long journey has finally led us\kakedashita hibi ni yukitsuita kono basho\kakedashita hibi ni yukitsuita kono basho\We can push open the door\We can push open the door\fureta tobira hiraite response:	fureta tobira hiraite
context: Here where our long journey has finally led us\Here where our long journey has finally led us\kakedashita hibi ni yukitsuita kono basho\kakedashita hibi ni yukitsuita kono basho\We can push open the door\We can push open the door\fureta tobira hiraite\fureta tobira hiraite response:	In the footsteps of our dreams far beyond the stars
context: Here where our long journey has finally led us\kakedashita hibi ni yukitsuita kono basho\kakedashita hibi ni yukitsuita kono basho\We can push open the door\We can push open the door\fureta tobira hiraite\fureta tobira hiraite\In the footsteps of our dreams far beyond the stars response:	In the footsteps of our dreams far beyond the stars
