context: In a way, I can turn Jirou's stuff into my stuff! response:	Move it!
context: but I'm not about to let Jirou go in there alone.\This seems to go a long way down.\Why did it get sealed off?\Seventeen years ago, there was an accident,\and one crow was disabled for life.\This is the cave of the thunderbolt beast of Kurama.\You would be wise to fear its wrath.\When you say disabled for life, do you mean... response:	He shall never again take to the skies.
context: This seems to go a long way down.\Why did it get sealed off?\Seventeen years ago, there was an accident,\and one crow was disabled for life.\This is the cave of the thunderbolt beast of Kurama.\You would be wise to fear its wrath.\When you say disabled for life, do you mean...\He shall never again take to the skies. response:	Just as he deserves.
context: Why did it get sealed off?\Seventeen years ago, there was an accident,\and one crow was disabled for life.\This is the cave of the thunderbolt beast of Kurama.\You would be wise to fear its wrath.\When you say disabled for life, do you mean...\He shall never again take to the skies.\Just as he deserves. response:	You should've left that brat alone.
context: Seventeen years ago, there was an accident,\and one crow was disabled for life.\This is the cave of the thunderbolt beast of Kurama.\You would be wise to fear its wrath.\When you say disabled for life, do you mean...\He shall never again take to the skies.\Just as he deserves.\You should've left that brat alone. response:	It's too late for tears, Suirou.
context: and one crow was disabled for life.\This is the cave of the thunderbolt beast of Kurama.\You would be wise to fear its wrath.\When you say disabled for life, do you mean...\He shall never again take to the skies.\Just as he deserves.\You should've left that brat alone.\It's too late for tears, Suirou. response:	That's what you get for making friends.
context: This is the cave of the thunderbolt beast of Kurama.\You would be wise to fear its wrath.\When you say disabled for life, do you mean...\He shall never again take to the skies.\Just as he deserves.\You should've left that brat alone.\It's too late for tears, Suirou.\That's what you get for making friends. response:	You get tripped up.
context: You would be wise to fear its wrath.\When you say disabled for life, do you mean...\He shall never again take to the skies.\Just as he deserves.\You should've left that brat alone.\It's too late for tears, Suirou.\That's what you get for making friends.\You get tripped up. response:	This is the thunderbolt beast's cave?
context: When you say disabled for life, do you mean...\He shall never again take to the skies.\Just as he deserves.\You should've left that brat alone.\It's too late for tears, Suirou.\That's what you get for making friends.\You get tripped up.\This is the thunderbolt beast's cave? response:	Soujoubou's soul is down there...
context: He shall never again take to the skies.\Just as he deserves.\You should've left that brat alone.\It's too late for tears, Suirou.\That's what you get for making friends.\You get tripped up.\This is the thunderbolt beast's cave?\Soujoubou's soul is down there... response:	Stay here.
context: Just as he deserves.\You should've left that brat alone.\It's too late for tears, Suirou.\That's what you get for making friends.\You get tripped up.\This is the thunderbolt beast's cave?\Soujoubou's soul is down there...\Stay here. response:	Don't get closer, no matter what.
context: You should've left that brat alone.\It's too late for tears, Suirou.\That's what you get for making friends.\You get tripped up.\This is the thunderbolt beast's cave?\Soujoubou's soul is down there...\Stay here.\Don't get closer, no matter what. response:	That bastard might crush the Soujoubou's soul!
context: It's too late for tears, Suirou.\That's what you get for making friends.\You get tripped up.\This is the thunderbolt beast's cave?\Soujoubou's soul is down there...\Stay here.\Don't get closer, no matter what.\That bastard might crush the Soujoubou's soul! response:	That bastard might crush the Soujoubou's soul!
context: That's what you get for making friends.\You get tripped up.\This is the thunderbolt beast's cave?\Soujoubou's soul is down there...\Stay here.\Don't get closer, no matter what.\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul! response:	That bastard might crush the Soujoubou's soul!
context: You get tripped up.\This is the thunderbolt beast's cave?\Soujoubou's soul is down there...\Stay here.\Don't get closer, no matter what.\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul! response:	That bastard might crush the Soujoubou's soul!
context: This is the thunderbolt beast's cave?\Soujoubou's soul is down there...\Stay here.\Don't get closer, no matter what.\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul! response:	That bastard might crush the Soujoubou's soul!
context: Soujoubou's soul is down there...\Stay here.\Don't get closer, no matter what.\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul! response:	That bastard might crush the Soujoubou's soul!
context: Stay here.\Don't get closer, no matter what.\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul! response:	That bastard might crush the Soujoubou's soul!
context: Don't get closer, no matter what.\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul! response:	That bastard might crush the Soujoubou's soul!
context: That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul! response:	That bastard might crush the Soujoubou's soul!
context: That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul! response:	That bastard might crush the Soujoubou's soul!
context: That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul! response:	That bastard might crush the Soujoubou's soul!
context: That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul! response:	That bastard might crush the Soujoubou's soul!
context: That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul! response:	That bastard might crush the Soujoubou's soul!
context: That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul! response:	That bastard might crush the Soujoubou's soul!
context: That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul! response:	That bastard might crush the Soujoubou's soul!
context: That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul! response:	That bastard might crush the Soujoubou's soul!
context: That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul! response:	That bastard might crush the Soujoubou's soul!
context: That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul! response:	That bastard might crush the Soujoubou's soul!
context: That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul! response:	That bastard might crush the Soujoubou's soul!
context: That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul! response:	That bastard might crush the Soujoubou's soul!
context: That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul! response:	That bastard might crush the Soujoubou's soul!
context: That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul! response:	That bastard might crush the Soujoubou's soul!
context: That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul! response:	That bastard might crush the Soujoubou's soul!
context: That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul! response:	That bastard might crush the Soujoubou's soul!
