context: My, my. She's much stronger than I had anticipated. response:	Honestly, I'm glad we're in the middle of the Calm.
context: That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make. response:	That is a safe assumption to make.
context: That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make. response:	That is a safe assumption to make.
context: That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make. response:	That is a safe assumption to make.
context: That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make. response:	That is a safe assumption to make.
context: That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make. response:	That is a safe assumption to make.
context: That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make. response:	Akkey...
context: That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\Akkey... response:	I had a feeling I'd find this here.
context: That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\Akkey...\I had a feeling I'd find this here. response:	You son of a
context: That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\Akkey...\I had a feeling I'd find this here.\You son of a response:	Don't you worry.
context: That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\Akkey...\I had a feeling I'd find this here.\You son of a\Don't you worry. response:	I merely came to retrieve the Hollow Shadow.
context: That is a safe assumption to make.\That is a safe assumption to make.\That is a safe assumption to make.\Akkey...\I had a feeling I'd find this here.\You son of a\Don't you worry.\I merely came to retrieve the Hollow Shadow. response:	Senpai!
context: That is a safe assumption to make.\That is a safe assumption to make.\Akkey...\I had a feeling I'd find this here.\You son of a\Don't you worry.\I merely came to retrieve the Hollow Shadow.\Senpai! response:	Hello...
context: That is a safe assumption to make.\Akkey...\I had a feeling I'd find this here.\You son of a\Don't you worry.\I merely came to retrieve the Hollow Shadow.\Senpai!\Hello... response:	Where are you right now?
context: Akkey...\I had a feeling I'd find this here.\You son of a\Don't you worry.\I merely came to retrieve the Hollow Shadow.\Senpai!\Hello...\Where are you right now? response:	I'm in front of Senpai.
context: I had a feeling I'd find this here.\You son of a\Don't you worry.\I merely came to retrieve the Hollow Shadow.\Senpai!\Hello...\Where are you right now?\I'm in front of Senpai. response:	You're going to kill Akkey, aren't you?
context: You son of a\Don't you worry.\I merely came to retrieve the Hollow Shadow.\Senpai!\Hello...\Where are you right now?\I'm in front of Senpai.\You're going to kill Akkey, aren't you? response:	Yes.
context: Don't you worry.\I merely came to retrieve the Hollow Shadow.\Senpai!\Hello...\Where are you right now?\I'm in front of Senpai.\You're going to kill Akkey, aren't you?\Yes. response:	That was your plan from the start, wasn't it?
context: I merely came to retrieve the Hollow Shadow.\Senpai!\Hello...\Where are you right now?\I'm in front of Senpai.\You're going to kill Akkey, aren't you?\Yes.\That was your plan from the start, wasn't it? response:	Yes!
context: Senpai!\Hello...\Where are you right now?\I'm in front of Senpai.\You're going to kill Akkey, aren't you?\Yes.\That was your plan from the start, wasn't it?\Yes! response:	Hey! Hello?
context: Hello...\Where are you right now?\I'm in front of Senpai.\You're going to kill Akkey, aren't you?\Yes.\That was your plan from the start, wasn't it?\Yes!\Hey! Hello? response:	Hello?!
context: Where are you right now?\I'm in front of Senpai.\You're going to kill Akkey, aren't you?\Yes.\That was your plan from the start, wasn't it?\Yes!\Hey! Hello?\Hello?! response:	He's negating my powers!
context: I'm in front of Senpai.\You're going to kill Akkey, aren't you?\Yes.\That was your plan from the start, wasn't it?\Yes!\Hey! Hello?\Hello?!\He's negating my powers! response:	Do you think... I look like a normal person?
context: You're going to kill Akkey, aren't you?\Yes.\That was your plan from the start, wasn't it?\Yes!\Hey! Hello?\Hello?!\He's negating my powers!\Do you think... I look like a normal person? response:	Kuriyama-san!
context: Yes.\That was your plan from the start, wasn't it?\Yes!\Hey! Hello?\Hello?!\He's negating my powers!\Do you think... I look like a normal person?\Kuriyama-san! response:	You're going to kill Akkey, aren't you?
context: That was your plan from the start, wasn't it?\Yes!\Hey! Hello?\Hello?!\He's negating my powers!\Do you think... I look like a normal person?\Kuriyama-san!\You're going to kill Akkey, aren't you? response:	So...
context: Yes!\Hey! Hello?\Hello?!\He's negating my powers!\Do you think... I look like a normal person?\Kuriyama-san!\You're going to kill Akkey, aren't you?\So... response:	live!
context: Hey! Hello?\Hello?!\He's negating my powers!\Do you think... I look like a normal person?\Kuriyama-san!\You're going to kill Akkey, aren't you?\So...\live! response:	seijaku wo kirisaku you otozureta no wa
context: Hello?!\He's negating my powers!\Do you think... I look like a normal person?\Kuriyama-san!\You're going to kill Akkey, aren't you?\So...\live!\seijaku wo kirisaku you otozureta no wa response:	Breaking through the silence
context: He's negating my powers!\Do you think... I look like a normal person?\Kuriyama-san!\You're going to kill Akkey, aren't you?\So...\live!\seijaku wo kirisaku you otozureta no wa\Breaking through the silence response:	hitsuzen toshite no kaikou
context: Do you think... I look like a normal person?\Kuriyama-san!\You're going to kill Akkey, aren't you?\So...\live!\seijaku wo kirisaku you otozureta no wa\Breaking through the silence\hitsuzen toshite no kaikou response:	We met in an inevitable encounter
context: Kuriyama-san!\You're going to kill Akkey, aren't you?\So...\live!\seijaku wo kirisaku you otozureta no wa\Breaking through the silence\hitsuzen toshite no kaikou\We met in an inevitable encounter response:	bokura no tame ni
context: You're going to kill Akkey, aren't you?\So...\live!\seijaku wo kirisaku you otozureta no wa\Breaking through the silence\hitsuzen toshite no kaikou\We met in an inevitable encounter\bokura no tame ni response:	For both our sakes
context: So...\live!\seijaku wo kirisaku you otozureta no wa\Breaking through the silence\hitsuzen toshite no kaikou\We met in an inevitable encounter\bokura no tame ni\For both our sakes response:	koukai wo nageku me ni
context: live!\seijaku wo kirisaku you otozureta no wa\Breaking through the silence\hitsuzen toshite no kaikou\We met in an inevitable encounter\bokura no tame ni\For both our sakes\koukai wo nageku me ni response:	In your mournful eyes
context: seijaku wo kirisaku you otozureta no wa\Breaking through the silence\hitsuzen toshite no kaikou\We met in an inevitable encounter\bokura no tame ni\For both our sakes\koukai wo nageku me ni\In your mournful eyes response:	utsuru kimi wa sou
context: Breaking through the silence\hitsuzen toshite no kaikou\We met in an inevitable encounter\bokura no tame ni\For both our sakes\koukai wo nageku me ni\In your mournful eyes\utsuru kimi wa sou response:	I see a reflection of regrets
context: hitsuzen toshite no kaikou\We met in an inevitable encounter\bokura no tame ni\For both our sakes\koukai wo nageku me ni\In your mournful eyes\utsuru kimi wa sou\I see a reflection of regrets response:	urei wo matotte utsukushiku saita
context: We met in an inevitable encounter\bokura no tame ni\For both our sakes\koukai wo nageku me ni\In your mournful eyes\utsuru kimi wa sou\I see a reflection of regrets\urei wo matotte utsukushiku saita response:	Enveloped in sorrow, you've blossomed beautifully
context: bokura no tame ni\For both our sakes\koukai wo nageku me ni\In your mournful eyes\utsuru kimi wa sou\I see a reflection of regrets\urei wo matotte utsukushiku saita\Enveloped in sorrow, you've blossomed beautifully response:	dare ka no seimei ni tokeru hana
context: For both our sakes\koukai wo nageku me ni\In your mournful eyes\utsuru kimi wa sou\I see a reflection of regrets\urei wo matotte utsukushiku saita\Enveloped in sorrow, you've blossomed beautifully\dare ka no seimei ni tokeru hana response:	The flower that fuses into someone's life
context: koukai wo nageku me ni\In your mournful eyes\utsuru kimi wa sou\I see a reflection of regrets\urei wo matotte utsukushiku saita\Enveloped in sorrow, you've blossomed beautifully\dare ka no seimei ni tokeru hana\The flower that fuses into someone's life response:	nee kimi ni mo mieru darou
context: In your mournful eyes\utsuru kimi wa sou\I see a reflection of regrets\urei wo matotte utsukushiku saita\Enveloped in sorrow, you've blossomed beautifully\dare ka no seimei ni tokeru hana\The flower that fuses into someone's life\nee kimi ni mo mieru darou response:	Hey, do you see it too?
context: utsuru kimi wa sou\I see a reflection of regrets\urei wo matotte utsukushiku saita\Enveloped in sorrow, you've blossomed beautifully\dare ka no seimei ni tokeru hana\The flower that fuses into someone's life\nee kimi ni mo mieru darou\Hey, do you see it too? response:	kitto
context: I see a reflection of regrets\urei wo matotte utsukushiku saita\Enveloped in sorrow, you've blossomed beautifully\dare ka no seimei ni tokeru hana\The flower that fuses into someone's life\nee kimi ni mo mieru darou\Hey, do you see it too?\kitto response:	I'm sure you do
context: urei wo matotte utsukushiku saita\Enveloped in sorrow, you've blossomed beautifully\dare ka no seimei ni tokeru hana\The flower that fuses into someone's life\nee kimi ni mo mieru darou\Hey, do you see it too?\kitto\I'm sure you do response:	kasaneta ayamachi nurikaeyou
context: Enveloped in sorrow, you've blossomed beautifully\dare ka no seimei ni tokeru hana\The flower that fuses into someone's life\nee kimi ni mo mieru darou\Hey, do you see it too?\kitto\I'm sure you do\kasaneta ayamachi nurikaeyou response:	Let's paint over all the mistakes we've made
context: dare ka no seimei ni tokeru hana\The flower that fuses into someone's life\nee kimi ni mo mieru darou\Hey, do you see it too?\kitto\I'm sure you do\kasaneta ayamachi nurikaeyou\Let's paint over all the mistakes we've made response:	nando demo ii sa kurikaeshiteiku start line
context: The flower that fuses into someone's life\nee kimi ni mo mieru darou\Hey, do you see it too?\kitto\I'm sure you do\kasaneta ayamachi nurikaeyou\Let's paint over all the mistakes we've made\nando demo ii sa kurikaeshiteiku start line response:	A new start line will always be there if we want to start over
context: nee kimi ni mo mieru darou\Hey, do you see it too?\kitto\I'm sure you do\kasaneta ayamachi nurikaeyou\Let's paint over all the mistakes we've made\nando demo ii sa kurikaeshiteiku start line\A new start line will always be there if we want to start over response:	kako to wa chigau asu wo
context: Hey, do you see it too?\kitto\I'm sure you do\kasaneta ayamachi nurikaeyou\Let's paint over all the mistakes we've made\nando demo ii sa kurikaeshiteiku start line\A new start line will always be there if we want to start over\kako to wa chigau asu wo response:	Let's make our future different from the past
context: kitto\I'm sure you do\kasaneta ayamachi nurikaeyou\Let's paint over all the mistakes we've made\nando demo ii sa kurikaeshiteiku start line\A new start line will always be there if we want to start over\kako to wa chigau asu wo\Let's make our future different from the past response:	futari dake no kibou egaku start line
context: I'm sure you do\kasaneta ayamachi nurikaeyou\Let's paint over all the mistakes we've made\nando demo ii sa kurikaeshiteiku start line\A new start line will always be there if we want to start over\kako to wa chigau asu wo\Let's make our future different from the past\futari dake no kibou egaku start line response:	Our small hope will paint a new start line
context: kasaneta ayamachi nurikaeyou\Let's paint over all the mistakes we've made\nando demo ii sa kurikaeshiteiku start line\A new start line will always be there if we want to start over\kako to wa chigau asu wo\Let's make our future different from the past\futari dake no kibou egaku start line\Our small hope will paint a new start line response:	I never say goodbye
context: Let's paint over all the mistakes we've made\nando demo ii sa kurikaeshiteiku start line\A new start line will always be there if we want to start over\kako to wa chigau asu wo\Let's make our future different from the past\futari dake no kibou egaku start line\Our small hope will paint a new start line\I never say goodbye response:	itsu datte sou sa
context: nando demo ii sa kurikaeshiteiku start line\A new start line will always be there if we want to start over\kako to wa chigau asu wo\Let's make our future different from the past\futari dake no kibou egaku start line\Our small hope will paint a new start line\I never say goodbye\itsu datte sou sa response:	That's how I always am
context: A new start line will always be there if we want to start over\kako to wa chigau asu wo\Let's make our future different from the past\futari dake no kibou egaku start line\Our small hope will paint a new start line\I never say goodbye\itsu datte sou sa\That's how I always am response:	This is Nase Izumi.
context: kako to wa chigau asu wo\Let's make our future different from the past\futari dake no kibou egaku start line\Our small hope will paint a new start line\I never say goodbye\itsu datte sou sa\That's how I always am\This is Nase Izumi. response:	White World
context: Let's make our future different from the past\futari dake no kibou egaku start line\Our small hope will paint a new start line\I never say goodbye\itsu datte sou sa\That's how I always am\This is Nase Izumi.\White World response:	White World
context: futari dake no kibou egaku start line\Our small hope will paint a new start line\I never say goodbye\itsu datte sou sa\That's how I always am\This is Nase Izumi.\White World\White World response:	I called because there is something I would like to tell you.
context: Our small hope will paint a new start line\I never say goodbye\itsu datte sou sa\That's how I always am\This is Nase Izumi.\White World\White World\I called because there is something I would like to tell you. response:	Akihito kicked the bucket about two weeks ago.
